Date,Open,High,Low,Close,Volume,Adj Close
2004-10-20,53.83,53.83,52.60,53.30,14600,48.28
2004-10-19,53.28,54.46,53.28,54.00,1400,48.92
2004-10-18,53.99,54.00,53.26,53.26,1200,48.25
2004-10-15,53.95,53.95,53.89,53.90,500,48.83
2004-10-14,54.56,54.56,53.27,53.74,3200,48.68
2004-10-13,54.00,54.54,53.76,53.76,5700,48.70
2004-10-12,54.83,54.83,53.53,54.59,5500,49.45
2004-10-11,54.20,54.61,53.47,53.72,5100,48.66
2004-10-08,54.49,54.49,53.74,54.31,3800,49.20
2004-10-07,53.74,54.95,53.74,54.03,4300,48.94
2004-10-06,53.72,54.71,53.72,54.44,5900,49.32
2004-10-05,54.80,54.99,53.83,54.36,7800,49.24
2004-10-04,54.97,54.99,53.72,54.78,11100,49.62
2004-10-01,54.72,54.85,54.00,54.80,7000,49.64
2004-09-30,53.72,54.25,53.04,54.02,10100,48.94
2004-09-29,52.55,53.69,52.25,53.69,7100,48.64
2004-09-28,53.17,53.17,52.50,52.50,4300,47.56
2004-09-27,52.25,53.15,52.24,52.24,1900,47.32
2004-09-24,52.59,52.98,52.39,52.78,1600,47.81
2004-09-23,53.14,53.38,52.60,52.63,2900,47.68
2004-09-22,53.10,54.18,53.00,53.12,6500,48.12
2004-09-21,53.20,53.95,53.20,53.66,10600,48.61
2004-09-20,53.65,54.38,53.51,54.16,4400,49.06
2004-09-17,54.54,54.82,53.63,53.90,13500,48.83
2004-09-16,54.70,54.70,53.08,54.59,11200,49.45
2004-09-15,53.06,54.74,53.06,54.70,12100,49.55
2004-09-14,55.60,55.79,53.80,54.90,12700,49.73
2004-09-13,55.13,55.13,54.40,54.56,4600,49.42
2004-09-10,55.25,55.25,53.00,54.45,7700,49.33
2004-09-09,55.36,55.36,54.01,54.25,6500,49.14
2004-09-08,57.04,57.04,53.51,54.80,13100,49.64
2004-09-07,54.40,56.56,54.40,55.60,1500,50.37
2004-09-03,54.22,56.05,54.22,55.76,800,50.51
2004-09-02,54.75,55.75,54.43,55.75,3100,50.50
2004-09-01,54.55,57.48,54.55,54.62,8700,49.48
2004-08-31,56.96,56.96,55.86,56.33,2000,51.03
2004-08-30,55.27,56.98,55.27,55.81,8100,50.56
2004-08-27,56.42,56.42,55.55,56.07,3800,50.79
2004-08-26,54.34,55.92,54.34,55.61,2400,50.38
2004-08-25,55.87,55.87,54.54,55.32,4200,50.11
2004-08-24,55.50,56.00,54.55,55.68,3500,50.44
2004-08-23,56.23,56.23,54.21,55.42,6200,50.20
2004-08-20,54.32,56.00,53.75,55.98,6500,50.71
2004-08-19,52.30,54.50,52.30,53.90,4800,48.83
2004-08-18,52.85,54.97,52.85,54.97,9000,49.80
2004-08-17,52.72,52.84,52.26,52.80,11500,47.83
2004-08-16,52.00,52.87,51.25,52.25,3800,47.33
2004-08-13,52.48,52.95,52.00,52.00,11200,47.11
2004-08-12,52.95,52.95,51.97,52.23,6900,47.31
2004-08-11,51.72,53.12,51.52,52.48,5800,47.54
2004-08-10,52.94,54.52,52.10,53.55,15900,48.28
2004-08-09,55.05,55.05,52.00,53.00,10800,47.79
2004-08-06,55.89,56.52,52.50,53.15,5300,47.92
2004-08-05,55.53,55.91,54.28,54.28,1600,48.94
2004-08-04,55.97,56.77,54.32,56.77,2800,51.19
2004-08-03,55.78,56.72,55.14,55.14,12200,49.72
2004-08-02,56.88,56.88,56.00,56.68,6700,51.11
2004-07-30,54.81,56.90,54.81,56.69,12600,51.11
2004-07-29,56.97,56.97,54.83,55.19,15300,49.76
2004-07-28,56.50,56.50,55.00,56.23,4900,50.70
2004-07-27,56.00,56.55,55.70,56.48,9900,50.93
2004-07-26,57.10,57.10,55.70,56.00,15900,50.49
2004-07-23,56.06,57.00,54.82,56.51,12500,50.95
2004-07-22,56.61,56.81,56.02,56.49,9200,50.93
2004-07-21,55.48,57.10,55.28,56.00,12500,50.49
2004-07-20,56.60,57.16,55.62,56.05,10100,50.54
2004-07-19,58.58,58.58,56.15,56.21,4500,50.68
2004-07-16,57.89,57.92,56.54,56.57,4200,51.01
2004-07-15,58.30,58.30,57.77,57.94,3000,52.24
2004-07-14,58.01,58.97,57.89,58.21,3300,52.49
2004-07-13,57.70,59.00,57.70,58.89,19000,53.10
2004-07-12,56.81,59.00,56.81,57.89,10400,52.20
2004-07-09,57.00,58.75,56.03,56.31,3500,50.77
2004-07-08,58.94,58.94,57.40,57.40,2700,51.75
2004-07-07,58.99,58.99,58.51,58.71,3300,52.94
2004-07-06,58.51,59.00,58.02,58.94,9000,53.14
2004-07-02,57.96,58.50,57.96,58.47,2600,52.72
2004-07-01,58.00,58.53,57.35,57.35,7900,51.71
2004-06-30,58.05,58.58,57.77,57.77,4600,52.09
2004-06-29,57.75,58.96,57.75,58.19,8200,52.47
2004-06-28,58.74,58.98,57.75,57.77,10900,52.09
2004-06-25,57.78,58.99,57.43,58.95,15100,53.15
2004-06-24,59.15,59.15,58.05,58.05,4200,52.34
2004-06-23,58.09,59.00,58.09,58.40,7800,52.66
2004-06-22,57.75,58.99,57.75,58.77,6600,52.99
2004-06-21,56.76,58.58,56.76,58.25,6000,52.52
2004-06-18,56.05,58.01,55.54,57.23,15300,51.60
2004-06-17,57.97,57.97,55.85,55.86,4600,50.37
2004-06-16,56.45,57.52,56.29,56.43,3000,50.88
2004-06-15,58.08,58.08,56.53,56.53,33000,50.97
2004-06-14,58.45,58.56,57.29,57.29,12500,51.66
2004-06-10,57.52,58.02,57.36,58.02,8300,52.31
2004-06-09,56.96,57.46,56.78,57.37,4900,51.73
2004-06-08,57.95,57.95,57.17,57.65,7700,51.98
2004-06-07,57.50,57.75,57.00,57.60,17200,51.94
2004-06-04,56.82,57.65,56.57,57.20,10100,51.57
2004-06-03,55.32,56.62,55.32,56.12,14500,50.60
2004-06-02,55.57,56.27,55.30,56.27,8200,50.74
2004-06-01,55.55,56.36,55.31,56.24,9800,50.71
2004-05-28,56.49,56.54,55.55,55.57,5900,50.10
2004-05-27,55.48,56.25,55.48,56.00,6100,50.49
2004-05-26,56.00,56.25,55.46,55.96,15300,50.46
2004-05-25,54.77,55.10,54.42,55.10,3600,49.68
2004-05-24,53.44,54.73,53.30,54.47,14800,49.11
2004-05-21,52.64,53.33,52.57,52.98,11200,47.77
2004-05-20,52.35,52.56,52.18,52.41,4700,47.26
2004-05-19,52.45,52.94,51.85,52.01,19000,46.90
2004-05-18,52.26,52.28,52.00,52.01,6900,46.90
2004-05-17,52.98,52.98,51.75,52.14,9900,47.01
2004-05-14,52.96,53.48,52.38,53.01,4900,47.80
2004-05-13,53.52,54.50,52.95,52.95,3900,47.74
2004-05-12,54.00,54.35,53.32,53.79,3100,48.50
2004-05-11,53.91,54.32,53.08,53.52,6400,48.03
2004-05-10,54.00,54.00,52.97,53.42,5900,47.94
2004-05-07,54.00,54.43,52.78,52.82,9500,47.40
2004-05-06,55.50,56.00,54.22,54.22,19400,48.66
2004-05-05,55.70,55.95,54.98,55.95,10900,50.21
2004-05-04,54.30,55.66,53.99,55.00,19500,49.36
2004-05-03,53.04,54.24,52.60,54.24,19300,48.68
2004-04-30,52.66,53.52,52.54,52.92,7500,47.49
2004-04-29,53.03,53.70,52.43,52.75,7800,47.34
2004-04-28,53.30,53.83,53.01,53.04,6200,47.60
2004-04-27,53.86,54.09,53.04,53.19,6000,47.73
2004-04-26,54.50,54.52,53.02,53.86,12200,48.34
2004-04-23,54.50,54.75,53.25,54.20,118400,48.64
2004-04-22,53.50,54.50,53.50,54.49,6700,48.90
2004-04-21,53.02,54.01,52.00,53.86,9600,48.34
2004-04-20,53.45,54.23,52.55,53.79,5300,48.27
2004-04-19,54.45,54.45,53.55,53.69,9600,48.18
2004-04-16,53.32,54.30,53.32,54.30,3500,48.73
2004-04-15,53.45,53.67,53.00,53.60,3400,48.10
2004-04-14,53.38,53.59,53.01,53.30,16300,47.83
2004-04-13,54.00,54.54,53.01,53.43,13300,47.95
2004-04-12,53.99,54.47,53.99,54.27,6700,48.70
2004-04-08,53.59,54.47,53.17,54.16,15000,48.61
2004-04-07,53.28,53.49,52.89,53.31,9800,47.84
2004-04-06,52.62,53.15,52.40,53.15,17400,47.70
2004-04-05,51.50,52.80,51.28,52.65,21200,47.25
2004-04-02,51.40,51.50,51.15,51.49,10400,46.21
2004-04-01,51.37,51.40,51.27,51.39,13200,46.12
2004-03-31,51.40,51.40,51.05,51.05,14900,45.81
2004-03-30,51.40,51.40,51.05,51.17,4400,45.92
2004-03-29,51.05,51.37,50.75,51.10,9800,45.86
2004-03-26,51.05,51.40,51.05,51.30,4700,46.04
2004-03-25,51.06,51.40,51.06,51.21,4800,45.96
2004-03-24,51.60,51.60,51.05,51.39,3900,46.12
2004-03-23,51.79,51.79,51.05,51.58,5000,46.29
2004-03-22,52.35,52.35,51.03,51.03,4200,45.80
2004-03-19,52.50,52.50,51.80,51.85,22200,46.53
2004-03-18,52.20,52.50,52.01,52.48,6400,47.10
2004-03-17,52.14,52.34,51.67,52.06,8600,46.72
2004-03-16,51.71,52.00,51.25,52.00,6900,46.67
2004-03-15,51.53,51.72,51.28,51.40,8000,46.13
2004-03-12,52.45,52.45,51.25,51.40,14000,46.13
2004-03-11,51.90,51.96,51.50,51.50,10600,46.22
2004-03-10,52.12,52.43,51.78,51.90,6700,46.58
2004-03-09,52.08,52.50,52.05,52.45,5200,47.07
2004-03-08,52.50,52.50,51.91,52.00,14700,46.67
2004-03-05,52.15,52.50,51.99,52.50,12400,47.12
2004-03-04,52.24,52.50,51.80,52.45,20100,47.07
2004-03-03,51.80,52.35,51.56,51.92,8800,46.60
2004-03-02,51.84,52.50,51.56,52.26,26800,46.90
2004-03-01,51.86,52.23,51.51,52.00,11200,46.67
2004-02-27,51.65,52.50,51.61,52.00,17200,46.67
2004-02-26,51.35,52.30,51.35,51.84,16700,46.52
2004-02-25,52.10,52.30,51.99,52.00,4700,46.67
2004-02-24,52.00,52.28,51.26,52.28,4500,46.92
2004-02-23,51.24,52.05,51.23,52.00,18200,46.67
2004-02-20,51.20,52.00,51.00,51.44,14500,46.16
2004-02-19,52.10,52.13,51.43,51.50,18700,46.22
2004-02-18,52.00,52.00,51.60,51.85,7800,46.53
2004-02-17,52.50,52.50,51.81,51.93,11500,46.60
2004-02-13,51.80,52.47,51.25,52.46,17300,47.08
2004-02-12,50.65,52.00,50.34,51.25,23500,45.99
2004-02-11,50.25,50.63,50.00,50.26,12800,45.11
2004-02-10,50.10,51.00,50.10,50.27,28600,44.89
2004-02-09,50.64,50.65,50.10,50.40,27900,45.01
2004-02-06,50.65,50.65,50.07,50.59,37800,45.18
2004-02-05,51.50,51.50,50.12,50.48,22300,45.08
2004-02-04,51.20,52.00,50.65,51.03,12800,45.57
2004-02-03,51.47,51.88,51.03,51.37,3700,45.87
2004-02-02,50.87,51.75,50.86,51.75,28200,46.21
2004-01-30,51.50,51.90,50.76,50.76,12900,45.33
2004-01-29,51.51,51.75,51.10,51.50,24400,45.99
2004-01-28,52.50,52.85,51.67,51.67,11300,46.14
2004-01-27,53.01,53.13,52.25,52.28,15500,46.68
2004-01-26,53.74,53.74,52.62,52.99,11900,47.32
2004-01-23,53.88,53.88,52.90,52.94,14900,47.27
2004-01-22,54.50,54.50,52.98,53.32,8600,47.61
2004-01-21,53.16,54.08,53.00,53.08,36700,47.40
2004-01-20,54.71,55.00,53.53,53.80,15100,48.04
2004-01-16,55.00,55.12,54.74,55.10,7100,49.20
2004-01-15,55.00,55.03,54.29,54.74,11500,48.88
2004-01-14,55.30,55.41,54.46,54.78,9800,48.92
2004-01-13,55.00,55.03,53.71,54.30,8200,48.49
2004-01-12,55.44,55.44,53.42,54.77,6100,48.91
2004-01-09,53.61,55.55,53.25,53.28,8200,47.58
2004-01-08,55.30,55.30,53.10,53.75,8700,48.00
2004-01-07,54.00,55.26,52.96,55.26,35200,49.35
2004-01-06,53.48,53.78,52.91,53.51,6900,47.78
2004-01-05,53.45,53.50,52.50,53.16,12200,47.47
2004-01-02,53.50,53.50,52.50,52.91,5000,47.25
2003-12-31,52.50,53.64,52.50,52.86,14300,47.20
2003-12-30,53.44,53.53,52.89,53.30,8600,47.60
2003-12-29,52.75,53.50,51.75,53.15,12600,47.46
2003-12-26,52.74,53.00,52.00,52.72,1200,47.08
2003-12-24,51.31,52.43,51.31,52.29,2600,46.69
2003-12-23,51.61,52.37,51.55,51.99,18700,46.43
2003-12-22,52.44,52.44,51.15,52.06,6500,46.49
2003-12-19,52.01,53.25,51.36,51.77,24300,46.23
2003-12-18,51.82,53.19,51.50,52.25,12500,46.66
2003-12-17,52.05,52.98,51.55,52.93,9800,47.27
2003-12-16,53.14,53.22,52.00,52.05,27800,46.48
2003-12-15,55.75,55.85,52.90,53.10,29900,47.42
2003-12-12,54.14,55.00,53.25,54.90,12100,49.02
2003-12-11,54.16,54.81,53.51,54.75,9900,48.89
2003-12-10,53.80,53.89,53.48,53.88,8900,48.11
2003-12-09,53.30,53.49,51.69,53.38,6100,47.67
2003-12-08,51.23,53.23,51.23,52.50,6300,46.88
2003-12-05,53.25,53.27,51.34,52.10,14100,46.52
2003-12-04,53.48,53.48,51.00,52.01,12700,46.44
2003-12-03,52.80,52.93,52.25,52.25,10500,46.66
2003-12-02,54.35,54.35,52.26,52.66,18300,47.02
2003-12-01,54.40,54.40,53.05,53.46,4600,47.74
2003-11-28,53.00,54.50,53.00,53.56,5000,47.83
2003-11-26,52.26,54.00,52.00,54.00,5200,48.22
2003-11-25,55.20,55.20,52.35,52.47,25400,46.85
2003-11-24,53.30,55.20,53.30,54.35,8700,48.53
2003-11-21,55.00,55.00,53.86,54.37,6400,48.55
2003-11-20,53.50,55.03,53.50,54.50,11100,48.67
2003-11-19,53.00,54.67,53.00,54.67,8900,48.82
2003-11-18,53.80,54.13,52.63,54.13,7500,48.34
2003-11-17,53.99,54.09,52.05,52.51,6100,46.89
2003-11-14,53.15,54.25,52.95,52.95,14200,47.28
2003-11-13,54.00,54.08,53.01,53.15,7200,47.46
2003-11-12,52.90,53.96,52.50,53.53,19200,47.80
2003-11-11,51.00,52.75,50.80,52.73,13900,46.86
2003-11-10,51.85,51.85,50.75,51.72,10900,45.97
2003-11-07,50.50,52.14,50.25,50.76,14500,45.11
2003-11-06,52.00,52.05,50.11,50.50,26900,44.88
2003-11-05,52.00,52.00,51.00,51.91,22600,46.13
2003-11-04,50.76,52.00,50.76,51.51,13800,45.78
2003-11-03,50.83,51.31,50.05,51.31,16500,45.60
2003-10-31,49.90,50.68,49.90,50.50,22500,44.88
2003-10-30,49.90,50.25,49.90,50.08,9000,44.51
2003-10-29,49.87,50.25,49.87,50.10,21000,44.53
2003-10-28,49.75,50.20,49.75,50.03,16000,44.46
2003-10-27,50.24,50.30,49.77,50.15,19100,44.57
2003-10-24,50.08,50.08,49.77,49.83,8800,44.29
2003-10-23,49.77,50.44,49.77,49.79,11400,44.25
2003-10-22,50.80,51.10,49.84,49.93,15200,44.38
2003-10-21,50.75,50.75,49.90,50.09,25900,44.52
2003-10-20,50.50,50.50,49.82,50.50,29800,44.88
2003-10-17,50.78,51.30,50.29,50.29,17300,44.70
2003-10-16,51.85,51.99,50.50,50.80,15500,45.15
2003-10-15,51.50,51.50,50.72,50.82,6500,45.17
2003-10-14,51.80,51.90,49.95,51.35,10100,45.64
2003-10-13,51.63,51.99,51.02,51.98,7800,46.20
2003-10-10,50.82,51.86,50.53,51.25,4700,45.55
2003-10-09,52.00,52.00,50.91,50.91,8000,45.25
2003-10-08,51.40,51.97,50.65,50.66,12900,45.02
2003-10-07,50.88,51.58,50.45,51.46,13600,45.73
2003-10-06,50.97,51.58,50.13,50.29,21900,44.70
2003-10-03,51.25,51.58,51.00,51.04,7500,45.36
2003-10-02,50.88,51.50,50.88,51.49,5600,45.76
2003-10-01,51.25,51.25,50.26,50.89,15300,45.23
2003-09-30,51.57,51.57,50.00,50.07,45600,44.50
2003-09-29,51.57,51.57,51.11,51.20,25900,45.50
2003-09-26,51.15,51.49,51.10,51.11,14400,45.42
2003-09-25,51.58,51.58,51.00,51.37,36700,45.65
2003-09-24,50.75,51.60,50.50,51.03,17700,45.35
2003-09-23,51.00,51.40,50.72,51.02,10000,45.34
2003-09-22,50.52,51.05,50.34,50.87,31100,45.21
2003-09-19,50.31,50.75,50.31,50.44,6700,44.83
2003-09-18,50.86,50.86,50.31,50.61,20700,44.98
2003-09-17,50.02,50.66,50.02,50.42,6900,44.81
2003-09-16,50.68,50.68,50.00,50.48,37700,44.86
2003-09-15,50.80,50.90,50.01,50.39,34700,44.78
2003-09-12,50.76,50.76,50.00,50.15,10300,44.57
2003-09-11,50.11,50.75,50.02,50.02,15500,44.46
2003-09-10,50.74,51.40,50.23,50.66,19200,45.02
2003-09-09,51.65,51.65,50.84,50.84,21100,45.18
2003-09-08,51.25,51.70,51.15,51.17,48100,45.48
2003-09-05,51.05,51.76,50.73,51.36,90500,45.65
2003-09-04,49.51,51.40,49.40,50.98,898200,45.31
2003-09-03,49.80,49.98,49.25,49.50,123300,43.99
2003-09-02,51.03,51.03,49.80,49.80,68700,44.26
2003-08-29,52.05,52.05,50.13,50.90,71900,45.24
2003-08-28,53.00,53.00,52.09,52.69,7300,46.83
2003-08-27,51.42,52.60,51.42,52.41,7000,46.58
2003-08-26,52.01,53.05,51.11,52.55,18900,46.70
2003-08-25,53.95,54.00,52.39,52.39,10800,46.56
2003-08-22,54.31,54.56,53.13,53.81,10400,47.82
2003-08-21,52.90,54.31,52.66,54.31,6500,48.27
2003-08-20,54.15,54.49,53.00,53.02,6200,47.12
2003-08-19,52.30,54.00,51.03,54.00,21300,47.99
2003-08-18,50.70,51.55,50.70,51.27,8100,45.57
2003-08-15,52.48,52.48,50.71,50.71,3200,45.07
2003-08-14,51.30,51.62,50.86,51.27,6300,45.57
2003-08-13,51.30,51.30,50.43,50.88,10000,45.22
2003-08-12,50.50,50.65,50.43,50.55,9900,44.70
2003-08-11,50.05,51.30,50.05,50.60,7000,44.75
2003-08-08,50.03,51.27,50.01,50.54,6000,44.70
2003-08-07,51.40,51.64,49.71,50.35,20600,44.53
2003-08-06,52.40,52.40,51.16,51.38,10900,45.44
2003-08-05,52.58,53.15,52.10,52.94,11600,46.82
2003-08-04,54.00,55.50,52.67,52.68,10200,46.59
2003-08-01,55.23,55.76,54.11,54.11,10300,47.85
2003-07-31,55.26,55.65,54.59,55.65,9200,49.21
2003-07-30,53.85,55.10,52.43,55.10,22100,48.73
2003-07-29,53.18,54.00,53.04,53.85,18300,47.62
2003-07-28,54.75,55.00,52.10,52.28,28100,46.23
2003-07-25,52.48,54.47,52.22,53.36,13300,47.19
2003-07-24,54.00,54.99,52.03,52.07,19900,46.05
2003-07-23,55.50,56.96,53.51,54.00,13300,47.75
2003-07-22,58.62,58.62,54.30,54.80,20300,48.46
2003-07-21,56.52,58.92,56.00,56.61,25000,50.06
2003-07-18,55.51,56.39,55.29,55.94,6400,49.47
2003-07-17,55.57,55.66,54.47,55.02,22500,48.66
2003-07-16,55.52,55.52,54.47,54.48,6300,48.18
2003-07-15,54.30,55.89,54.30,55.52,20100,49.10
2003-07-14,54.26,55.15,54.26,55.00,7000,48.64
2003-07-11,54.30,54.90,54.30,54.74,9700,48.41
2003-07-10,54.17,54.42,52.51,54.30,13200,48.02
2003-07-09,52.92,54.15,52.62,53.88,32400,47.65
2003-07-08,55.93,55.93,51.30,52.62,61600,46.53
2003-07-07,55.96,56.40,54.10,54.27,24500,47.99
2003-07-03,56.64,56.64,54.24,56.00,10400,49.52
2003-07-02,53.90,56.60,51.92,55.76,37200,49.31
2003-07-01,54.50,55.00,53.25,53.99,34400,47.75
2003-06-30,54.32,56.52,54.10,54.60,102400,48.29
2003-06-27,57.64,57.88,53.83,55.50,43100,49.08
2003-06-26,60.07,60.41,57.51,57.90,25300,51.20
2003-06-25,60.49,60.50,58.72,60.30,17700,53.33
2003-06-24,58.35,61.28,57.51,59.71,29500,52.80
2003-06-23,60.80,61.19,58.75,59.33,13900,52.47
2003-06-20,60.86,61.98,60.12,61.30,28400,54.21
2003-06-19,60.54,61.89,58.00,60.44,30400,53.45
2003-06-18,61.80,62.00,60.00,60.58,24300,53.57
2003-06-17,61.68,64.18,58.61,60.98,32900,53.93
2003-06-16,65.64,66.00,62.51,64.40,40500,56.95
2003-06-13,60.00,66.80,60.00,65.00,37500,57.48
2003-06-12,57.90,61.34,55.94,61.34,12000,54.25
2003-06-11,55.76,57.90,55.76,57.89,14300,51.20
2003-06-10,55.40,56.26,54.89,56.26,11000,49.75
2003-06-09,54.30,55.72,53.67,55.43,12200,49.02
2003-06-06,51.94,54.50,51.00,54.47,14300,48.17
2003-06-05,50.67,51.77,50.67,51.75,14100,45.77
2003-06-04,50.73,51.12,50.73,51.00,8200,45.10
2003-06-03,50.76,50.92,50.53,50.73,4700,44.86
2003-06-02,50.00,50.90,50.00,50.77,7300,44.90
2003-05-30,50.01,50.39,50.00,50.18,5600,44.38
2003-05-29,50.72,50.72,49.80,50.00,8000,44.22
2003-05-28,50.86,50.86,50.11,50.11,5100,44.31
2003-05-27,50.05,50.90,50.05,50.37,6800,44.54
2003-05-23,50.46,50.68,50.00,50.23,4800,44.42
2003-05-22,50.90,50.90,49.90,50.70,2800,44.84
2003-05-21,49.92,50.33,49.83,49.83,2100,44.07
2003-05-20,50.39,50.49,50.00,50.49,3900,44.65
2003-05-19,50.85,51.07,50.10,50.10,5300,44.31
2003-05-16,50.10,51.18,50.10,50.85,18900,44.97
2003-05-15,50.01,50.45,49.76,50.39,7300,44.56
2003-05-14,52.00,52.00,49.50,50.00,16100,44.22
2003-05-13,51.35,51.54,51.10,51.19,3100,45.05
2003-05-12,51.50,52.00,50.62,51.35,15800,45.19
2003-05-09,50.45,51.48,50.26,51.48,6500,45.30
2003-05-08,50.00,50.44,49.77,50.10,3800,44.09
2003-05-07,49.60,50.40,49.60,50.00,7300,44.00
2003-05-06,49.57,50.25,48.70,50.23,10300,44.20
2003-05-05,50.45,50.45,48.55,49.29,22300,43.38
2003-05-02,50.57,50.99,49.70,49.90,23000,43.91
2003-05-01,50.30,51.00,49.80,50.56,7200,44.49
2003-04-30,50.06,51.25,50.06,50.74,4900,44.65
2003-04-29,50.96,51.25,50.60,50.60,5600,44.53
2003-04-28,50.82,51.25,50.82,50.84,11000,44.74
2003-04-25,50.53,50.95,50.01,50.94,11600,44.83
2003-04-24,49.00,50.34,49.00,50.17,8800,44.15
2003-04-23,49.33,49.84,48.89,49.50,21500,43.56
2003-04-22,50.40,50.40,48.90,49.61,17200,43.66
2003-04-21,49.50,50.42,49.24,50.20,19500,44.18
2003-04-17,50.41,50.41,49.50,50.30,13600,44.27
2003-04-16,49.87,49.99,49.47,49.95,18100,43.96
2003-04-15,49.65,49.87,49.45,49.87,9800,43.89
2003-04-14,49.15,49.77,49.15,49.60,12100,43.65
2003-04-11,49.81,50.07,49.35,49.40,8600,43.47
2003-04-10,49.50,50.03,49.30,49.84,10400,43.86
2003-04-09,49.14,50.95,49.14,50.05,6300,44.05
2003-04-08,48.90,49.87,48.80,49.34,52500,43.42
2003-04-07,49.70,51.20,49.01,49.26,17100,43.35
2003-04-04,51.40,51.41,49.30,50.10,22000,44.09
2003-04-03,49.87,51.70,49.87,51.44,24800,45.27
2003-04-02,50.90,50.90,49.92,50.15,2900,44.13
2003-04-01,49.88,50.88,49.88,50.56,7200,44.49
2003-03-31,49.96,52.00,49.50,49.90,20100,43.91
2003-03-28,50.53,52.00,50.12,51.87,9900,45.65
2003-03-27,50.00,50.83,50.00,50.72,2700,44.64
2003-03-26,50.15,50.60,49.77,50.23,10800,44.20
2003-03-25,50.55,50.55,48.99,49.87,12900,43.89
2003-03-24,49.00,51.45,49.00,50.45,32500,44.40
2003-03-21,51.56,52.55,48.89,51.70,35400,45.50
2003-03-20,50.81,51.46,50.50,51.25,18200,45.10
2003-03-19,49.98,51.05,49.73,51.05,14900,44.93
2003-03-18,48.89,50.19,48.89,50.00,13100,44.00
2003-03-17,49.76,49.76,47.84,49.59,13100,43.64
2003-03-14,49.70,49.76,48.00,49.73,12100,43.76
2003-03-13,48.88,49.11,48.00,49.11,9500,43.22
2003-03-12,46.80,49.69,46.80,48.25,48500,42.46
2003-03-11,49.39,50.63,47.46,47.46,32600,41.77
2003-03-10,51.25,51.62,49.05,50.14,55000,44.12
2003-03-07,55.10,55.51,52.10,52.38,53800,46.10
2003-03-06,56.10,56.48,55.00,55.17,18400,48.55
2003-03-05,58.40,58.40,55.51,56.46,39500,49.69
2003-03-04,58.20,59.36,58.20,58.87,13500,51.81
2003-03-03,58.99,60.05,57.75,59.07,23400,51.98
2003-02-28,60.77,61.72,58.81,59.41,34900,52.28
2003-02-27,63.61,66.10,60.85,61.44,59800,54.07
2003-02-26,64.20,64.75,63.29,63.29,7300,55.70
2003-02-25,63.02,64.55,63.02,64.55,8100,56.81
2003-02-24,64.78,65.20,63.15,63.30,20500,55.71
2003-02-21,64.43,65.20,64.43,65.00,9200,57.20
2003-02-20,65.20,65.20,64.40,64.70,7800,56.94
2003-02-19,65.00,65.98,64.47,64.85,10900,57.07
2003-02-18,64.95,66.45,64.05,65.95,23100,58.04
2003-02-14,64.21,65.31,63.96,64.56,19900,56.81
2003-02-13,64.90,65.40,63.62,64.24,17700,56.53
2003-02-12,62.87,64.98,61.56,64.37,30000,56.65
2003-02-11,61.71,64.46,61.71,63.57,39400,55.72
2003-02-10,59.81,61.87,59.81,61.87,26800,54.23
2003-02-07,59.05,61.11,59.05,60.78,21400,53.28
2003-02-06,61.01,61.25,58.00,59.69,45400,52.32
2003-02-05,65.02,65.02,61.26,61.61,57700,54.01
2003-02-04,67.35,67.48,64.50,64.55,86000,56.58
2003-02-03,67.60,68.09,67.52,67.52,13600,59.19
2003-01-31,68.51,68.71,67.55,68.19,33200,59.77
2003-01-30,68.15,68.80,67.70,68.62,30200,60.15
2003-01-29,68.74,68.88,68.15,68.57,52600,60.11
2003-01-28,69.00,69.00,68.29,68.95,14500,60.44
2003-01-27,68.77,69.08,68.64,69.00,56000,60.48
2003-01-24,68.52,69.20,68.52,68.77,53900,60.28
2003-01-23,68.72,69.23,68.72,68.86,59000,60.36
2003-01-22,68.37,69.00,68.37,69.00,18400,60.48
2003-01-21,68.72,69.00,68.50,68.73,32300,60.25
2003-01-17,69.00,69.00,68.71,68.77,47000,60.28
2003-01-16,68.99,69.00,68.50,69.00,37700,60.48
2003-01-15,67.60,69.08,67.39,69.08,69900,60.55
2003-01-14,68.10,68.48,67.53,67.75,80600,59.39
2003-01-13,69.54,69.54,69.05,69.05,14700,60.53
2003-01-10,69.39,69.99,68.77,69.18,37100,60.64
2003-01-09,69.90,70.45,69.34,69.70,26500,61.10
2003-01-08,68.89,70.00,68.75,70.00,86300,61.36
2003-01-07,69.67,69.70,68.65,68.87,47000,60.37
2003-01-06,69.40,70.30,68.91,69.80,100600,61.18
2003-01-03,64.71,69.20,64.71,68.56,70600,60.10
2003-01-02,65.14,65.50,63.90,65.19,48700,57.14
2002-12-31,64.05,65.40,63.61,64.51,29000,56.55
2002-12-30,63.60,64.19,62.74,64.05,51500,56.14
2002-12-27,61.78,63.05,61.51,62.71,12200,54.97
2002-12-26,61.20,62.64,61.06,62.58,15900,54.86
2002-12-24,60.23,61.28,60.23,60.97,5900,53.44
2002-12-23,59.75,61.25,59.25,60.75,19000,53.25
2002-12-20,59.45,60.65,59.16,60.60,23000,53.12
2002-12-19,58.53,59.40,58.00,59.22,11400,51.91
2002-12-18,59.13,59.13,58.00,58.22,4800,51.03
2002-12-17,58.20,59.19,57.91,58.75,7200,51.50
2002-12-16,58.40,58.94,57.94,58.19,14000,51.01
